plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet
GAO20191025t161614p0000-C,31.403362,-103.4105,2019-10-25T16:16:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191025t161614p0000-E,31.441278,-103.35156,2019-10-25T16:16:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190726T192204_20190726T210334_09242_01_010302_20190801T205944.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,OFFL,RPRO,360,False
GAO20191025t161614p0000-F,31.448691,-103.35757,2019-10-25T16:16:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191025t164725p0000-B,31.430616,-103.35504,2019-10-25T16:47:25+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191025t164725p0000-D,31.370113,-103.41944,2019-10-25T16:47:25+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191025t171227p0000-B,31.200828,-103.67661,2019-10-25T17:12:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191025t174423p0000-G,31.374826,-103.3534,2019-10-25T17:44:23+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191026t150956p0000-C,32.764887,-104.01109,2019-10-26T15:09:56+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181030T195648_20181030T214015_05426_01_010301_20190518T074223.nc,OFFL,OFFL,RPRO,360,False
GAO20191026t153935p0000-A,32.645104,-104.15795,2019-10-26T15:39:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181030T195648_20181030T214015_05426_01_010301_20190518T074223.nc,OFFL,OFFL,RPRO,360,False
GAO20191026t162331p0000-D,32.884374,-103.58965,2019-10-26T16:23:31+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181030T181518_20181030T195846_05425_01_010301_20190518T073514.nc,OFFL,OFFL,RPRO,360,False
GAO20191026t173452p0000-A,32.728065,-103.65656,2019-10-26T17:34:52+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181030T181518_20181030T195846_05425_01_010301_20190518T073514.nc,OFFL,OFFL,RPRO,360,False
GAO20191027t175323p0000-A,31.949768,-104.31741,2019-10-27T17:53:23+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190728T184354_20190728T202523_09270_01_010302_20190803T203114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,OFFL,RPRO,360,False
GAO20191027t180554p0000-C,32.123638,-103.99269,2019-10-27T18:05:54+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190728T184354_20190728T202523_09270_01_010302_20190803T203114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,OFFL,RPRO,360,False
GAO20191027t182237p0000-B,32.064292,-104.051,2019-10-27T18:22:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190728T184354_20190728T202523_09270_01_010302_20190803T203114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,OFFL,RPRO,360,False
GAO20191027t182237p0000-D,31.980844,-104.20707,2019-10-27T18:22:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190728T184354_20190728T202523_09270_03_020400_20221112T110834.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191027t183517p0000-A,31.998469,-104.12612,2019-10-27T18:35:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191026T184756_20191026T202926_10547_01_010302_20191101T212509.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190728T184354_20190728T202523_09270_01_010302_20190803T203114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,OFFL,RPRO,360,False
GAO20191027t183517p0000-B,32.049886,-104.05499,2019-10-27T18:35:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190728T184354_20190728T202523_09270_01_010302_20190803T203114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181031T193740_20181031T212107_05440_01_010301_20190518T140109.nc,OFFL,OFFL,RPRO,360,False
GAO20191028t152744p0000-A,31.034135,-102.87764,2019-10-28T15:27:44+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190729T182448_20190729T200618_09284_03_020400_20221112T110858.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191028t154437p0000-A,30.990048,-103.00138,2019-10-28T15:44:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190729T182448_20190729T200618_09284_03_020400_20221112T110858.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191028t154437p0000-B,31.051795,-102.90847,2019-10-28T15:44:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190729T182448_20190729T200618_09284_01_010302_20190804T202033.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,OFFL,RPRO,360,False
GAO20191028t154437p0000-C,30.989214,-102.99616,2019-10-28T15:44:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190729T182448_20190729T200618_09284_01_010302_20190804T202033.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,OFFL,RPRO,360,False
GAO20191028t155724p0000-C,31.001884,-103.01842,2019-10-28T15:57:24+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190729T182448_20190729T200618_09284_03_020400_20221112T110858.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191028t155724p0000-D,30.994916,-103.02383,2019-10-28T15:57:24+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190729T182448_20190729T200618_09284_01_010302_20190804T202033.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,OFFL,RPRO,360,False
GAO20191028t155724p0000-E,31.051766,-102.90869,2019-10-28T15:57:24+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191027T182848_20191027T201018_10561_01_010302_20191102T210029.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190729T182448_20190729T200618_09284_01_010302_20190804T202033.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181101T191832_20181101T210200_05454_01_010301_20190518T195936.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t160141p0000-B,31.275856,-103.44465,2019-10-31T16:01:41+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t161745p0000-C,31.239872,-103.44597,2019-10-31T16:17:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t161745p0000-E,31.342987,-103.29682,2019-10-31T16:17:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t161745p0000-G,31.364558,-103.24776,2019-10-31T16:17:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t161745p0000-H,31.36331,-103.23964,2019-10-31T16:17:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190801T190901_20190801T205031_09327_03_020400_20221112T130900.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191031t161745p0000-I,31.357926,-103.23576,2019-10-31T16:17:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t163137p0000-G,31.316899,-103.28844,2019-10-31T16:31:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t163137p0000-H,31.357914,-103.23592,2019-10-31T16:31:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190801T190901_20190801T205031_09327_03_020400_20221112T130900.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,RPRO,RPRO,90;360,False
GAO20191031t163137p0000-J,31.35178,-103.21957,2019-10-31T16:31:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
GAO20191031t164711p0000-C,31.310698,-103.2252,2019-10-31T16:47:11+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191031T185347_20191031T203516_10618_01_010302_20191106T211505.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190801T190901_20190801T205031_09327_01_010302_20190807T205905.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181104T182109_20181104T200437_05496_01_010301_20190519T111449.nc,OFFL,OFFL,RPRO,360,False
